,id,original_title,genres,story,cast,director,screenplay,keywords
2170,tt0473310,Ram Gopal Varma Ki Aag,"['Action', 'Adventure', 'Comedy']",Nasik-based Heerendra Dhaan and Raj Ranade are bodyguards of a politician  but after their employer is implicated in a scam  they end up assaulting a police officer and flee to Mumbai. Once there they meet with Rambhabhai  who in turn  gets them employed with a gangster named Shambhu. After a short while the duo are apprehended by Police Inspector Narsimha  questioned  and after they agree to cooperate to bring down Shambhu  are let go. The two do succeed in assisting the police arrest Shambhu  but they themselves are arrested  tried in Court  and sentenced to a year in jail. After their discharge they are met with Inspector Narsimha  who wants to recruit them to capture and kill dreaded bandit Babban Singh  who had slaughtered his wife  Kavita  and son  Subbu  as well as cut his arms off. Heerendra and Raj agree to carry out this task for 8 Lakh Rupees. They re-locate to Kaliganj where Heerendra falls in love with auto-rickshaw driver  Ghungroo  while Raj gives his heart to Subbu's ...,"['Amitabh Bachchan', 'Mohanlal', 'Ajay Devgn', 'Vinod Jaywant', 'Prashant Raj', 'Priyanka Kothari', 'Sushmita Sen', 'Sushant Singh', 'Rajpal Yadav', 'Gaurav Kapoor', 'Urmila Matondkar', 'Suchitra Krishnamoorthi', 'Sachin', 'Jeeva', '']",['Ram Gopal Varma'],"['Salim Khan', 'Rahil Qazi', 'Ram Gopal Varma']","['kill dreaded', 'police inspector', 'rickshaw driver', '8 lakh', 'police arrest', 'gangster named']"
2171,tt0473684,Pehchaan: The Face of Truth,['Drama'],Swati Azad and Mridula are two inseparable friends in college. Both do well in their studies  successfully complete college and get married to Ajay Lal and Milind Khanna respectively. Four years later  Prasad Saxena  another former collegian meets with a pregnant Mridula and informs her that Swati has committed suicide as she had lost her sanity. He tells her about the background of Swati's death and his suspicions that she was actually killed by the Lal family. Mridula gets hold of a Swati's diary  reads it  and concludes that the Lal family did kill Swati. She has the case reopened  files various documents in Court  and has the Lals - Ajay and his dad  Hasmukh  charged under section 302 and 34 of the Indian Penal Code. It is here that Mridula will find out that she has opened up a virtual Pandora's box - for the lawyer representing the Lals is none other than Deepak Khanna - her father-in-law. When Milind finds out he accuses Mridula of trying to disrupt the Khanna family life  and ...,"['Vinod Khanna', 'Rati Agnihotri', 'Raveena Tandon', 'Sudhanshu Pandey', 'Diwakar Pundir', 'Juhi Parmar', 'Vineet Kumar', 'Prabhat Bhattacharya', 'Rupal Patel', '']",['Shrabani Deodhar'],"['Shrabani Deodhar', 'Bijesh Jayarajan', 'Faizal Akhtar']","['four years', 'case reopened', 'studies successfully', 'two inseparable', 'indian penal', 'dad hasmukh']"
2172,tt0475627,Shikhar,['Drama'],How far can greed take a man? Can the 'greens' ever fight the money and might of the builders lobby? Can nature ever win over the bulldozer? These are the riveting issues raised by Shikhar. Pitted against each other in this battle of man vs nature are two different but equally powerful protagonists. Gaurav Gupta (aka GG) is a man who started with nothing and now believes that only money can fuel his ambitions. While Guruji  to the manor born  believes that wealth means nothing if not used for society. Caught in the tussle between the two is the unworldly Jaidev Vardhan  who while respecting his father's philosophy  falls hook  line and sinker for GG's gilt-edged dreams. While Guruji hopes that Jai will return to his roots  GG uses the glamorous Natasha to bewitch Jai and the unscrupulous politician Amrit Patil  to exploit the tribal into selling their lands. Madhavi watches the man she loves being carried away in to a world of wine  women and wealth. If Shikhar is the Pinnacle of good...,"['Ajay Devgn', 'Shahid Kapoor', 'Bipasha Basu', 'Amrita Rao', 'Javed Sheikh', '']",['John Mathew Matthan'],"['Dr. Bodhisattva', 'Manohar Iyer', 'John Mathew Matthan', 'Chandrashekhar Rajit', 'Sameer', 'Anita Sarkar', 'C.K. Raajaa Chandra Sekar', 'Viju Shah', 'Mani Shankar', 'Sudhakar Sharma', 'Abbas Tyrewala']","['unscrupulous politician', 'philosophy falls', 'unworldly jaidev', 'riveting issues', 'equally powerful', 'nature ever']"
2173,tt0475645,Vaah! Life Ho Toh Aisi!,"['Comedy', 'Drama', 'Family']",There are lots of Gods in Hindu India. One of the Gods is called Yama  or the God of death. In this case Yama is asked to bring in the lifeless body of a rich Indian called Aditya. Yama does so. On the way  Aditya soul pleads with him to set him free and back to life again  as he has a lot of unfinished business to attend to. Yama refuses to do so. But when Aditya persists  Yama lets him have a second chance. He tells the dead man that he can live  resolve all his problems within a set period of time. Then after that Yama will come again and take his life. Aditya is then sent down to Earth so that he can try and resolve the problems that he had left unfinished. But Aditya finds that he cannot touch anything  and no one can really see nor hear him. So how he is going to solve his problems? Will Yama help him out?Aditya (Shahid Kapoor) is a happy man: his sister is getting married  he is in love with his sweetheart Piya (Amrita Rao) and he has recently invented a new revolutionary car ...,"['Shahid Kapoor', 'Amrita Rao', 'Sanjay Dutt', 'Arshad Warsi', 'Satya Manjrekar', 'Suhasini Mulay', 'Prem Chopra', 'Sharat Saxena', 'Mohnish Bahl', 'Ekta Sohini', 'Vivek Shauq', 'Upasna Singh', 'Rajat Bedi', 'Shweta Basu Prasad', '']",['Mahesh Manjrekar'],"['Mahesh Manjrekar', 'Kiran Kotrial']","['new revolutionary', 'way aditya', 'rich indian', 'aditya persists', 'cannot touch', 'called yama']"
2174,tt0476527,Bluffmaster!,"['Comedy', 'Crime', 'Drama']","Roy is leading a dual life . His girlfriend Simi believes he is an honest person while the reality is quite different. Roy is actually a professional conman who dupes innocent people as easily as he swats flies. When Simi comes to know of the reality  she is heartbroken and ditches Roy for ever. Roy repents but it seems like it's too late now. One day Roy bumps into Aditya ""Dittu"" Shrivastav who is an amateur conman. Dittu implores Roy to teach him the tricks of his trade  but Roy disagrees. One night  Roy collapses while crossing a road and visits Dr. Bhalerao for a medical checkup. It is revealed that Roy has a brain tumour and has very little time. He bumps into Dittu again and this time he agrees to take Dittu under his wing and teach him the basics of the art of conning. Together they zero in on a big ""fish"" - a shady hotel owner named Chandru and proceed to lure him into their master plan.","['Abhishek Bachchan', 'Priyanka Chopra', 'Riteish Deshmukh', 'Nana Patekar', '']",['Rohan Sippy'],"['Rajat Arora', 'Shridhar Raghavan']","['shady hotel', 'one night', 'one day', 'dupes innocent', 'girlfriend simi', 'dittu implores']"
2175,tt0476550,God Tussi Great Ho,"['Comedy', 'Drama', 'Fantasy']",Arun Prajapati has been trying to be a successful TV anchor but success has always eluded him. He only blames God for this. Arun is head over heels in love with Alia  who is a TV anchor and a well-known star working in the same channel but he has never been able to express his love for her. Destiny plays a cruel game with him when Rocky is appointed as an anchor for the channel. Arun starts believing that Rocky will win over Alia. Circumstances go out of hand for Arun and he gets thrown out of the channel. He has nobody to blame but God Himself. And very soon he has an encounter with the Almighty. An argument ensues between the two. God then decides to give Arun the power to run earth for ten days as Arun claims that he can do a better job. After Arun becomes God  he becomes successful. He puts Rocky into an uneasy spot and wins Alia's heart. Also  he grants everybody's wish. But much to his dismay this becomes the biggest problem of his life.,"['Amitabh Bachchan', 'Salman Khan', 'Priyanka Chopra', 'Anupam Kher', 'Beena Kak', 'Rukhsar Rehman', '']",['Rumi Jaffery'],"['Rumi Jaffery', 'Yunus Sajawal']","['known star', 'arun starts', 'successful tv', 'arun becomes', 'tv anchor', 'becomes successful']"
2176,tt0476649,Darna Zaroori Hai,['Horror'],Pahwa is a film buff. He watches every new release in the night show on the first day itself. Just as he readies himself to visit a nearby theatre to catch the new release Darna Mana Hai  his mother cautions him against taking the route via the graveyard. It also happens to be Friday the 13th and Amavas ki raat (new moon). Pahwa dismisses his mother's plea since he doesn't believe in ghosts and goes through the graveyard  making fun of the dead and hitting a tree in the cemetery. The movie is boring and ends with no incident  but on the way back  for some reason he's a little more nervous than usual. He hears strange noises and someone seems to be pursuing him.,"['Amitabh Bachchan', 'Arjun Rampal', 'Anil Kapoor', 'Mallika Sherawat', 'Manoj Pahwa', 'Randeep Hooda', 'Zakir Hussain', 'Sunil Shetty', 'Sonali Kulkarni', 'Rajpal Yadav', 'Bipasha Basu', 'Riteish Deshmukh', 'Makrand Deshpande', 'Isha Koppikar', '']","['Manish Gupta', 'J.D. Chakravarthi', 'Prawaal Raman', 'Vivek Shah', 'Sajid Khan', 'Ram Gopal Varma', 'Jijy Philip']","['Ashish Deo', 'Manish Gupta', 'Sajid Khan', 'Nikhil Mishra', 'Prawaal Raman', 'Arshad Sayed']","['new release', 'watches every', 'new moon', 'hears strange', 'amavas ki', 'graveyard making']"
2177,tt0476729,Aksar,"['Drama', 'Romance', 'Thriller']",Rajveer Singh is of East Indian origin and lives a very wealthy lifestyle in London  England along with his wife  former Indian model  Sheena. He finds her devoted but a little bit too possessive  and since they have signed a prenuptial agreement  he cannot divorce her. When Ricky comes to London for a photo shoot  he pays him Thirty Lakh rupees to seduce Sheena  Ricky agrees to do that as he is in debt. For this purpose Ricky is permitted to live in the Singh's mansion. At first Sheena shows hatred for Ricky  as he had ditched her friend  Nisha  but she subsequently succumbs to Ricky's charm. Rajveer then has a change of heart and finds he still loves Sheena  so he decides to pay Ricky Fifty Lakh rupees - this time to leave them - but Ricky refuses. Rajveer makes it up to Sheena by celebrating her birthday lavishly. It is on the night of the birthday that Ricky will be murdered  and this case will be assigned to Chief Investigating Officer Steve Bakshi - who has two suspects - ...,"['Emraan Hashmi', 'Udita Goswami', 'Dino Morea', 'Tara Sharma', '']",['Ananth Narayan Mahadevan'],['Ananth Narayan Mahadevan'],"['chief investigating', 'wife former', 'pay ricky', 'first sheena', 'seduce sheena', 'thirty lakh']"
2178,tt0476762,Big Brother,"['Action', 'Crime', 'Drama']",S.P. Sharma lives a middle-class lifestyle in Delhi  India  along with his wife  and son  Devdhar. His wife passes away  and Sharma re-marries Sitadevi when Devdhar is only 3 years of age. Sita cares for him as if he were her own  even after giving birth to a son  Akash  and daughter  Anjali. Now Sharma has passed away  while all 3 children have matured. Devdhar gets married to Aarti. Anjali is seduced by the son of the Home Minister  Manohar Shinde  and has acid thrown on her face  disfiguring her. An enraged Devdhar kills the culprit  abducts a number of men who have raped and burned their daughter-in-laws  and secures enough money to pay for plastic surgery for Anjali  whose face is eventually restored. Devdhar and his men are now feared by everyone in Delhi  so much so that Prime Minister Urmila asks Manohar to tender his resignation  publicly denounce his son  and re-locate to Bombay  which he does. She also asks Police Commissioner Kudheshwar Negi to apprehend the Gandhi family....,"['Sunny Deol', 'Priyanka Chopra', '']",['Guddu Dhanoa'],['Guddu Dhanoa'],"['also asks', 'prime minister', 'home minister', 'secures enough', 'resignation publicly', 'gandhi family']"
2179,tt0476805,Malamaal Weekly,"['Comedy', 'Drama', 'Romance']",Laholi is a small village in India whose inhabitants are poor  simple-minded  and are used to their lives being controlled by the dictatorial Landlord  Thakurain  and her brother  Baj Bahadur. Although Lilaram is the one with the highest educational qualifications  he is unable to secure any job. He decides to make a living selling lottery tickets  especially the Delhi-based Malamaal Weekly  but is barely able to make ends meet. Then one day he finds out that one of his lottery tickets is a winner. He concocts a scheme with his wife  which involves pawning her pet goat with the Thakurain  getting people together for a feast  so that he can get their tickets back - all in vain. Then he finds out that the only one who was absent was the town drunk  Anthony Fernandes. When he goes to Anthony's house he finds him dead  happily clutching his winning lottery ticket. When Lilaram tries to take the ticket from Anthony's hand  another villager  Balwant  happens to come by  both of them ...,"['Paresh Rawal', 'Om Puri', 'Riteish Deshmukh', 'Reema Sen', 'Rajpal Yadav', 'Asrani', 'Shakti Kapoor', 'Arbaaz Khan', 'Innocent', 'Sudha Chandran', 'Rasika Joshi', 'Priyanshi', 'Sona Nair', 'Bineesh Kodiyeri', '']",['Priyadarshan'],"['Manisha Korde', 'Priyadarshan', 'Chandu Shah']","['hand another', 'living selling', 'thakurain getting', 'town drunk', 'dictatorial landlord', 'india whose']"
2180,tt0476819,Nehlle Pe Dehlla,"['Action', 'Comedy', 'Crime']",After the passing away of her parents  wealthy Pooja Sahni lives with her paternal uncle  Balram  and both of them operate a five-star Hotel  with plans to open buy another one in Goa. Balram hires two waiters  Johnny and Jimmy  as Johnny is the brother of his deceased Accountant  Ram Prasad Gupta; while Jimmy was hired at the behest of a politician from Bihar. When Balram finds out that both Johnny and Jimmy are here because they had found out that he had embezzled a total of 30 Crores Rupees and want a share  he hires Dilher and his brothers  Hans  and Jazzy  to do away with them. Balram chooses to have them killed in scenic Mauritius  where Pooja's friend  Kim  also runs a hotel. When Dilher finds out about the 30 Crore embezzlement  he asks his brothers to get the money  kill Balram and ensure that Johnny and Jimmy get the blame. Things get way out of control when Hans and Jazzy find out that Balram is virtually indestructible and may well expose the trio for attempting to kill ...,"['Sanjay Dutt', 'Bipasha Basu', 'Saif Ali Khan', 'Kim Sharma', '']",['Ajay Chandhok'],"['Ajay Chandhok', 'Yunus Sajawal']","['deceased accountant', 'parents wealthy', 'balram hires', 'open buy', 'friend kim', 'may well']"
2181,tt0476848,Ramji Londonwaley,"['Comedy', 'Drama', 'Family']",Ramji Tiwari and his sister  Parvati  had their parents pass away at an early age. Ramji is a skilled cook  and is familiar with all aspects of vegetarian cooking. He arranges Parvati's marriage with the Mishra family  promises to pay a large sum of dowry  which he manages to get by promising to get married to a wealthy man's daughter.,"['Madhavan', 'Samita Bangargi', 'Satish Shah', 'Akhilendra Mishra', 'Raj Zutshi', 'Harsh Chhaya', 'Sunita', 'Aditya Sharma', 'Simon Holmes', 'Zareen Bhasin', 'Aditya Lakhia', 'Daya Shankar Pandey', 'Asmita Sharma', 'Shikha Shalu Varma', '']",['Sanjay Dayma'],"['Kamal Haasan', 'Sanjay Dayma', 'Madhavan', 'Avantika Hari', 'Jay Verma', 'Manish Tiwari']","['parents pass', 'mishra family', 'wealthy man', 'vegetarian cooking', 'skilled cook', 'sister parvati']"
2182,tt0476861,Sarhad Paar,"['Action', 'Drama', 'Romance']",Sarhad Paar examines the connection between a brother and his sister. Major Ranjeet Singh (Sanjay Dutt) crosses the border between India and Pakistan chasing a terror suspect Bhaktawar (Rahul Dev). He is captured and brutally tortured for five years  then returned to India a broken man. He no longer remembers who he is  or the faces of his wife Pammi (Tabu) or sister Simran (Mahima Chaudry). The only face he can see in his minds eye is that of his tormentor  Bhaktawar. He is bound by family duty to marry his sister to her fiance Ravi (Chandrachur Singh)  and encounters a sinister Bhaktawar at their engagement ceremony. All his memories come flooding back  and he strikes out for revenge. He doesn't know that Ravi will not allow him to arrest the terrorists  because they are his employers.,"['Mahima Chaudhry', 'Tabu', 'Sanjay Dutt', 'Chandrachur Singh', 'Rahul Dev', '']",['Raman Kumar'],"['Robin Bhatt', 'Akarsh Khurana', 'Akash Khurana', 'Raman Kumar']","['memories come', 'sarhad paar', 'rahul dev', 'mahima chaudry', 'major ranjeet', 'terror suspect']"
2183,tt0476884,Taxi No. 9 2 11: Nau Do Gyarah,"['Comedy', 'Drama', 'Thriller']",Raghav Shastri and Jai Mittal belong to two different strata of the society . Raghav is a hot-tempered   world-weary taxi driver who lies to his family about working as an insurance salesman . Jai is the heir to a sprawling business empire   your stereotypical spoiled rich man's son . After his father's demise   he leans that in his Late father's will   all the property and business has been transferred to Arjun Bajaj   his father's close friend . Jai challenges the will in court   saying that he possesses the original will safely sored away in a security vault . On the day of the hearing he hires Raghav's taxi to take him to the vault building   constantly nags him about driving too slowly which leads to speeding and accident . Jai gets away from the scene and reaches his destination   only to realize that he has dropped his vault key accidentally in Raghav's car . Raghav is arrested for the accident but not before he finds Jai's key . Jai is desperate to get the key from Raghav   ...,"['Nana Patekar', 'John Abraham', 'Sonali Kulkarni', 'Sameera Reddy', 'Shivaji Satam', 'Nassar Abdulla', 'Kurush Deboo', 'Smita Jaykar', 'Sanjay Dutt', '']",['Milan Luthria'],"['Rajat Arora', 'Vishal Dadlani', 'Dev Kohli']","['stereotypical spoiled', 'vault building', 'two different', 'safely sored', 'weary taxi', 'sprawling business']"
2184,tt0476888,Tom Dick and Harry,"['Comedy', 'Romance']",Happy Singh lives in Jassi Villa with his wife  Jassi  and a young son. He has rented his rooms to Tom  who is deaf; and Harry who is dumb. When the twosome are unable to pay the rent  his wife asks Deepak alias Dick  who is blind  to join the duo and share the rent. When Dick arrives  the three find out about an attractive girl next door  Celina  and each does his best to make her his sweetheart. In the midst of Sushmita Sen  Aishwarya Rai  and Priyanka Chopra being crowned beauty queens in international contests  international criminal don  Soprano  has taken it upon himself to abduct young girls and sell them overseas. The lives of our three friends falls apart when Celina is abducted by Soprano and the three must band together to free her  little knowing that they will soon be pitted against Bollywood's most dreaded criminals  Shakaal (Saan); Gabbar Singh (Sholay); and Mogamba (Mr. India) in addition to the indestructible Soprano and his men.,"['Rakesh Bedi', 'Bobby Darling', 'Avtar Gill', 'Ramesh Goyal', 'Gulshan Grover', 'Hansa', 'Celina Jaitly', 'Shakti Kapoor', 'Javed Khan', 'Shehzad Khan', 'Shashi Kiran', 'Aditya Lakhia', 'Manmauji', 'Sanjay Mishra', '']",['Deepak Tijori'],"['Kamal Pandey', 'Yunus Sajawal', 'Ali Shah']","['attractive girl', 'wife asks', 'sushmita sen', 'international contests', 'three must', 'three friends']"
2185,tt0477252,36 China Town,"['Comedy', 'Mystery', 'Thriller']",Multi-millionaire Sonia Chang; owner of 36 China Town hotel and Hollywood Casino is found dead with the evidences pointing towards people from different walks of life who may have a motive to murder her. But there is a major draw-back involved in this case as the police does not have concrete evidence to incarcerate any of the suspects.,"['Akshaye Khanna', 'Kareena Kapoor', 'Shahid Kapoor', 'Paresh Rawal', 'Payal Rohatgi', 'Johnny Lever', 'Tanaaz Currim Irani', 'Isha Koppikar', 'Tanushree Dutta', 'Upen Patel', 'Priyanka Chopra', 'Vivek Shauq', 'Raj Zutshi', 'Dinyar Contractor', '']","['Abbas Alibhai Burmawalla', 'Mastan Alibhai Burmawalla']","['Shyam Goel', 'Jitendra Parmar', 'Anurag Prapanna']","['evidences pointing', '36 china', 'millionaire sonia', 'major draw', 'hollywood casino', 'found dead']"
2186,tt0477253,Aashiq Banaya Aapne: Love Takes Over,"['Drama', 'Romance', 'Thriller']",Karan (Sonu Sood) loves Sneha (Tanushree Dutta)  but is too much of an introvert to ever express his feelings to her. Although Karan's feelings are evident to many  he is content in just seeing Sneha smile  and never gathers the courage to tell her how he feels. Vicky (Emraan Hashmi) tries to talk him out of his relationship with Sneha  but Vicky assures him that this time  he is really in love with Sneha. Karan's childhood friend. Very different from Karan  Vicky is an extrovert and a notorious flirt. All three lives change when Vicky joins Karan and Sneha in college  and Sneha begins feeling drawn towards Vicky. Karan feels he has lost the only woman he has ever loved but knows he cannot do anything about it. However  life goes on  and the three of them share a special bond of friendship. The closeness between Vicky and Sneha cross all boundaries  and just as everything seems set between the two  one eventful night shatters their bond.,"['Emraan Hashmi', 'Tanushree Dutta', 'Sonu Sood', '']",['Aditya Datt'],['Aditya Datt'],"['sneha begins', 'two one', 'however life', 'everything seems', 'seeing sneha', 'three lives']"
2187,tt0477857,Sehar,"['Action', 'Crime', 'Drama']",At the tender age of 8 Ajay Kumar is traumatized with the death of his army officer dad  who kills himself with his service revolver as he was being accused of being a deserter  leaving a widowed Prabha to bring up Ajay on her own. Ajay grows up  studies  and successfully becomes an IPS officer with the title of SSP. Due to his honesty  he gets transferred to various states in India. At this new posting in Uttar Pradesh he comes to terms with criminal don and ruthless killer Gajraj Singh. Ajay would like a set up a Special Task Force to deal with Gajraj  however  he does run into problems as Gajraj is politically well-connected. Then a child  who is a close friend of the state Chief Minister's  is kidnapped by Gajraj  and this paves the way for formation of the STF  consisting of about 8 honest and dedicated men  and this does results in the rescue of the child. Gajraj continues to elude the STF  using more modern technology such as the use of cell phones. But the STF bounces back and...,"['Arshad Warsi', 'Pankaj Kapur', 'Mahima Chaudhry', 'Sushant Singh', 'Naved Aslam', 'Suhasini Mulay', 'Rajendra Gupta', '']",['Kabeer Kaushik'],['Kabeer Kaushik'],"['ruthless killer', 'state chief', 'special task', 'army officer', 'stf bounces', 'ajay would']"
2188,tt0478868,Koi Mere Dil Mein Hai,"['Drama', 'Romance']",The wealthy Malhotra family consists of dad  Vikram  his wife  and son  Raj. They would like Raj to get married to their friend  Ishwarchand Mangatram Gore's only U.S. based daughter  Simran. But Raj is intent on finding his very own soul-mate - which he does in his sister's tutor  Asha  who comes from a poor family  and is refusing to accept any advances from him. On the other hand  Simran too refuses to marry Raj  as she is in love with Sameer  an up-coming singer. When Simran is summoned to India  and introduced to Raj  both plan to get their marriage canceled  and succeed. While both attempt to woo their sweethearts  they find that Sameer is Asha's betrothed. Both Simran and Raj must now come up with a plan so separate the two - and thus marry the partners of their choice.,"['Dia Mirza', '']",['Deepak Ramsay'],"['H.M. Mirza', 'M. Salim']","['friend ishwarchand', 'wealthy malhotra', 'would like', 'based daughter', 'poor family', 'thus marry']"
2189,tt0479718,Mohabbat Aur Jung,['Action'],Vicky studies in a college in Bombay  and is quite popular with his fellow-students. His fight is against other students  like Bobby and Shakti  who distribute drugs and molest young women at will  without being disciplined by the college authorities. This places Vicky in the bad books of the college  and leads to a students' strike and the involvement of the police. The next day  the college principal  Rajni Bhargav  is found dead  and the police arrest Vicky as they have evidence against him. Vicky's is in more trouble than he thought he would be in as the principal's son is a Police Inspector  Karan  who has sworn to beat the life out of Vicky  as well as sent him to the gallows. Vicky claims he is innocent to no avail. And the only way he can prove his innocence is by escaping from his cell - but that will only enrage Karan as well as make him look even more guilty in the eyes of the law. Vicky has to now to chose between the two and attempt to redeem himself.,"['Aparajita', 'Mohnish Bahl', 'Rakesh Bedi', 'Rohini Hattangadi', 'Dinesh Hingoo', 'Mohan Joshi', 'Kanchan', 'Bharat Kapoor', 'Arif Khan', 'Mushtaq Khan', 'Neelam Kothari', 'Guddi Maruti', 'Kamal Sadanah', 'Raju Shrestha', '']",['Hameed Alam'],['Ahsan Bharati'],"['college principal', 'molest young', 'police inspector', 'students like', 'police arrest', 'enrage karan']"
2190,tt0480572,Pyaar Ke Side Effects,"['Comedy', 'Drama', 'Romance']",Bengal-speaking Siddharth Bose lives a middle-classed lifestyle in Delhi along with his mother  and sister  Shalini. Their dad had abandoned them years ago. Shalini gets married to Kapil Sharma and moves in with him  while Siddharth works as a DJ with his friend  known simply as Nanoo. While performing for a ceremony  where Punjabi-speaking Trisha Mallick is about to wed India's youngest C.E.O.  Vivek Chaddha  Siddharth sneaks in to use the bathroom and finds out that the bride does not love the groom and is about to run away. He manages to convince her to stay put  uses the facility and leaves. He meets her six months later in Mumbai  and he finds out that she did run away  both are attracted to each other and start living together fairly harmoniously  even though Trisha is taller than him. Siddharth's mom approves of Trisha and hopes that their children will also be taller. Their humorous and idyllic lifestyle is shattered when Trisha proposes to him  and gets him to meet her mom  ...,"['Rahul Bose', 'Mallika Sherawat', 'Ranvir Shorey', 'Sharat Saxena', 'Shabnam Kapoor', 'Jas Arora', 'Suchitra Pillai', 'Taraana Raja', 'Aamir Bashir', 'Sophiya Chaudhary', '']",['Saket Chaudhary'],"['Saket Chaudhary', 'Pratibha Acharya', 'Vijay Krishna Acharya']","['start living', 'vivek chaddha', 'speaking siddharth', 'speaking trisha', 'stay put', 'six months']"
2191,tt0481107,Hasti,['Action'],Narang is an accomplished and wealthy industrialist who lives with his daughter  Neena  in a palatial home. His daughter is now of marriageable age  and he would like her to marry his associate's  Bhisham  son  Vicky. But Neena is in love with a much poorer man named Jaikishan alias Jaggu. When Neena informs her father that she would like to marry Jaggu  he summons Jaggu's mom  Shanti  and instantly recognizes her from his questionable past. He belittles her  humiliates her and asks her to leave his house. When Jaggu finds out he goes to meet Narang  and asks him to change his decision  but he too gets insulted  and is asked to leave  never to see nor speak to Neena again. Jaggu promises him that he will return within one year and by that time he will be even more wealthy than Narang. Jaggu befriends a homeless man named Vishal and together they set forth to meet Jaggu's deadline. Things are going pretty well for Jaggu  as he has been able to get a sizable loan from a bank  and has ...,"['Jackie Shroff', 'Naseeruddin Shah', 'Nagma', 'Aruna Irani', 'Sadashiv Amrapurkar', 'Shafi Inamdar', 'Gulshan Grover', '']",['Ashok Gaekwad'],['Karan Razdan'],"['much poorer', 'homeless man', 'return within', 'going pretty', 'bhisham son', 'summons jaggu']"
2192,tt0481241,Trinetra,['Action'],Raja is excited when Singhania offers him to sing in Dubai.He informs his pregnant wife Seema.But Raja finds Singhania is using him to smuggle drugs.He decides to go against them but gets killed in front of Seema.Singhania's goon run behind Seema to kill her she takes shelter in a temple and delivers a baby boy and falls unconscious.Maria happens to reach the spot and feels Seema is dead and takes the baby along with her.Seema is frustrated as her husband and baby both are not alive and decides to kill Singhania.She kills one of his assistant and is jailed for years.Seema's son Tony grows in the care of Maria and Father Patrick .He can't stick to one particular job and is careless.His friend Ajit keeps on offering him different jobs where he meets and falls in live with Mona.Once Ajit is not able to perform for a function held in a jail he requests Tony to handle it .Tony finds an old letter with her song written on it in the Church go down in care of father Patrick.He sings the song ...,"['Mahesh Anand', 'Arun Bakshi', 'Laxmikant Berde', 'Mithun Chakraborty', 'Chandrashekhar', 'Deepak', 'Dan Dhanoa', 'Dharmendra', 'Hardayal Gill', 'Gorilla', 'Gulshan Grover', 'Hercules', 'Manik Irani', 'Bharat Kapoor', '']",['Harry Baweja'],"['Harry Baweja', 'Dharam Veer Ram']","['goon run', 'one particular', 'son tony', 'pregnant wife', 'friend ajit', 'raja finds']"
2193,tt0481880,Meri Jung Ka Elaan,['Action'],Durga lives a poor lifestyle in Rajapur along with her brother  Kishan. She is of marriageable age and Kishan arranges her marriage with her childhood sweetheart  Shankar Singh and goes to the Singh residence to confirm this. After this confirmation while returning home he is shot dead by a bandit Gadar Singh. Before this news reaches Durga  she is gang-raped by four men  Jagawar  Ranjit  Baktawar  and Dilawar. Then she gets the devastating news of Kishan's death. Then she is sexually molested by Gadar. A kind-hearted bandit and former Fauji in the Indian Army  takes pity on her  inducts her in his gang  teaches her self-defense  and Durga  in turn  darkens her face and swears never to wash it until and unless she kills all five of her molesters. Things take a turn for the worst when Shankar Singh  who is a Police Inspector  takes charge and decides to bring Ajit and Durga's vengeance to a abrupt halt. Betrayed by one of his own bandits  Rajju  the brother of bandit Ganga  Ajit is ...,"['Dharmendra', 'Sapna', 'Satnam Kaur', 'Amit Pachori', 'Joginder Shelly', 'Shakti Kapoor', '']",['Kanti Shah'],['Bashir Babar'],"['four men', 'police inspector', 'indian army', 'childhood sweetheart', 'bandit ganga', 'bandit gadar']"
2194,tt0482034,Apmaan Ki Aag,"['Action', 'Comedy', 'Crime']",Living in a Chawl in Dongri  Bombay  Vikrant Narayan Singh dreams of being wealthy  romances Mona  the only child of widower & Retired Colonel Suryadev Singh  and sends money to his village-based widowed mother. While celebrating Mona's birthday at Hotel Sea Princess  he is humiliated and assaulted by J.D. Chaudhary and Monty Nagpal and decides to file a police complaint. It is this decision that will not only change his life forever but also alienate him from Mona  as well as compel him to join the underworld headed by Monty's dad.,"['Adil Amaan', 'Rakesh Bedi', 'Dasharat', 'Jayant Dave', 'Devyani', 'Vikram Gokhale', 'Govinda', 'Gulshan Grover', 'Dinesh Hingoo', 'Aruna Irani', 'Arvind Joshi', 'Raju Karia', 'Kader Khan', 'Mohammad Khan', '']",['Sardar Talukdar'],"['Tanveer Khan', 'Anwar Sagar', 'Sameer', 'Sardar Talukdar']","['dongri bombay', 'retired colonel', 'hotel sea', 'based widowed', 'wealthy romances', 'underworld headed']"
